Bike_Type,Age,Gender,Occupation,Distance_Travelled(km),Weather,Day_of_Week,Time_of_Day,Temperature(C),Humidity(%),Is_Holiday,Is_Weekend,Purpose_of_Ride,Satisfaction_Level(of 5),Helmet_Used,Traffic_Intensity(of 10),Road_Condition,User_Experience
bmx,32,Female,Retired,2.45,cloudy,Saturday,night,10.6,77,TRUE,FALSE,Leisure,5,TRUE,1,Poor,Positive
normal,63,Male,Retired,2.23,cloudy,Monday,afternoon,17.2,43,TRUE,FALSE,Errands,4,TRUE,8,Good,Positive
hill,44,Other,Student,0.99,cloudy,Friday,evening,30.1,69,TRUE,TRUE,Commute,4,TRUE,1,Good,Negative
bmx,66,Other,Retired,4.06,cloudy,Friday,morning,26.7,38,TRUE,FALSE,Leisure,1,FALSE,6,Fair,Positive
bmx,39,Male,Student,1.68,rainy,Thursday,morning,21.8,67,TRUE,TRUE,Exercise,2,TRUE,7,Good,Neutral
normal,58,Other,Professional,1.28,sunny,Tuesday,morning,13.3,47,TRUE,TRUE,Exercise,1,FALSE,9,Good,Positive
bmx,59,Other,Student,2.84,cloudy,Monday,night,24.2,41,FALSE,FALSE,Exercise,2,FALSE,4,Fair,Negative
normal,45,Other,Unemployed,2.54,cloudy,Saturday,morning,21.9,66,TRUE,TRUE,Commute,3,FALSE,3,Good,Negative
bmx,58,Male,Retired,4.16,cloudy,Friday,evening,21.1,86,FALSE,FALSE,Exercise,4,TRUE,8,Good,Negative
normal,36,Female,Student,0.34,sunny,Wednesday,evening,25.1,75,TRUE,FALSE,Leisure,5,FALSE,5,Fair,Neutral
bmx,59,Other,Student,3.84,rainy,Friday,evening,32.1,53,TRUE,FALSE,Leisure,2,TRUE,1,Poor,Neutral
normal,26,Male,Unemployed,3.13,rainy,Wednesday,night,28.3,58,TRUE,TRUE,Errands,2,FALSE,3,Good,Positive
bmx,36,Female,Retired,0.26,rainy,Friday,morning,27.6,90,FALSE,FALSE,Leisure,4,TRUE,5,Poor,Neutral
hill,39,Female,Retired,3.46,sunny,Tuesday,afternoon,15.5,55,FALSE,TRUE,Leisure,2,FALSE,6,Fair,Positive
bmx,64,Female,Unemployed,1.01,cloudy,Monday,evening,13.2,51,TRUE,TRUE,Exercise,3,TRUE,3,Poor,Neutral
hill,20,Male,Student,2.03,cloudy,Friday,evening,30.6,61,TRUE,FALSE,Exercise,4,FALSE,5,Good,Positive
hill,43,Other,Unemployed,3.41,cloudy,Tuesday,night,22.7,51,FALSE,TRUE,Exercise,4,TRUE,2,Poor,Neutral
bmx,21,Other,Professional,0.2,sunny,Friday,evening,29,65,TRUE,TRUE,Commute,1,TRUE,8,Poor,Negative
bmx,31,Male,Retired,4.01,sunny,Sunday,morning,15,73,TRUE,TRUE,Commute,4,FALSE,8,Poor,Neutral
normal,50,Female,Student,0.43,sunny,Wednesday,morning,21.7,46,FALSE,TRUE,Commute,1,TRUE,10,Good,Negative
hill,66,Male,Student,2.59,sunny,Friday,morning,11.2,87,FALSE,TRUE,Commute,2,TRUE,9,Good,Negative
hill,66,Male,Unemployed,4.54,rainy,Monday,morning,14.2,39,TRUE,TRUE,Exercise,1,FALSE,8,Fair,Negative
bmx,65,Other,Retired,1.73,cloudy,Tuesday,night,16.5,48,TRUE,TRUE,Errands,5,FALSE,5,Good,Positive
bmx,23,Female,Professional,0.14,rainy,Thursday,afternoon,26.8,63,FALSE,FALSE,Exercise,3,TRUE,7,Poor,Negative
bmx,70,Other,Professional,2.49,rainy,Thursday,evening,10.7,89,FALSE,FALSE,Commute,3,FALSE,9,Poor,Negative
hill,53,Male,Retired,2.75,sunny,Thursday,afternoon,29.3,86,FALSE,FALSE,Exercise,1,TRUE,3,Fair,Neutral
bmx,31,Male,Unemployed,1.39,rainy,Sunday,afternoon,30.9,80,FALSE,TRUE,Commute,3,TRUE,2,Poor,Positive
normal,68,Other,Unemployed,3.23,sunny,Wednesday,night,27.4,82,TRUE,FALSE,Errands,4,FALSE,5,Good,Neutral
hill,23,Other,Retired,0.92,sunny,Saturday,morning,13.3,45,FALSE,FALSE,Commute,2,FALSE,6,Good,Neutral
hill,55,Other,Professional,2.55,rainy,Saturday,night,33.4,69,TRUE,TRUE,Errands,5,FALSE,9,Poor,Negative
bmx,56,Female,Professional,2.43,sunny,Wednesday,evening,25.7,50,TRUE,FALSE,Commute,3,TRUE,6,Good,Neutral
hill,34,Male,Retired,2.83,rainy,Wednesday,night,12.8,73,FALSE,TRUE,Errands,1,TRUE,6,Good,Neutral
normal,51,Other,Unemployed,4.64,cloudy,Thursday,morning,19,64,TRUE,FALSE,Errands,5,TRUE,1,Good,Positive
hill,46,Male,Student,2.63,sunny,Thursday,afternoon,13,62,TRUE,TRUE,Leisure,3,FALSE,1,Fair,Neutral
normal,18,Female,Student,4.43,cloudy,Monday,night,26.6,73,FALSE,TRUE,Commute,3,FALSE,9,Poor,Positive
hill,27,Female,Retired,1.04,cloudy,Thursday,night,20.7,48,TRUE,FALSE,Exercise,4,TRUE,6,Good,Neutral
normal,51,Female,Unemployed,2.73,rainy,Wednesday,morning,30.4,38,TRUE,FALSE,Leisure,3,FALSE,8,Good,Negative
normal,61,Male,Student,2.77,sunny,Tuesday,afternoon,22.2,90,TRUE,TRUE,Leisure,4,TRUE,10,Poor,Neutral
hill,44,Female,Retired,4.19,sunny,Saturday,evening,17.8,60,TRUE,TRUE,Commute,2,TRUE,10,Good,Positive
normal,20,Other,Professional,3.7,rainy,Friday,morning,27.7,86,FALSE,FALSE,Errands,1,FALSE,6,Fair,Positive
hill,56,Other,Retired,4.99,cloudy,Saturday,evening,21.1,63,FALSE,FALSE,Errands,1,FALSE,1,Fair,Neutral
normal,19,Male,Retired,1.23,sunny,Sunday,night,14,62,FALSE,TRUE,Exercise,1,FALSE,9,Good,Neutral
bmx,34,Male,Retired,2.17,sunny,Monday,morning,29.5,68,TRUE,TRUE,Leisure,5,FALSE,1,Good,Negative
bmx,60,Other,Retired,4.16,rainy,Wednesday,afternoon,23.1,36,FALSE,FALSE,Errands,1,FALSE,10,Poor,Neutral
hill,21,Other,Student,1.89,sunny,Friday,morning,32,87,TRUE,FALSE,Leisure,2,FALSE,1,Poor,Positive
normal,31,Female,Unemployed,3.5,cloudy,Thursday,morning,26,47,TRUE,TRUE,Commute,2,FALSE,3,Good,Positive
bmx,29,Other,Retired,0.26,sunny,Monday,evening,30.2,41,FALSE,TRUE,Leisure,2,TRUE,2,Good,Neutral
bmx,64,Male,Unemployed,3.87,cloudy,Saturday,afternoon,30.6,46,TRUE,TRUE,Leisure,5,FALSE,8,Good,Neutral
hill,29,Other,Unemployed,2.91,cloudy,Friday,evening,16.6,81,TRUE,FALSE,Exercise,5,FALSE,5,Good,Neutral
bmx,25,Male,Unemployed,0.5,rainy,Sunday,evening,16.8,73,FALSE,FALSE,Commute,3,FALSE,4,Poor,Negative
bmx,44,Female,Retired,4.27,rainy,Monday,night,17.4,69,FALSE,FALSE,Errands,1,FALSE,7,Fair,Negative
normal,65,Male,Retired,1.04,rainy,Saturday,afternoon,12.2,84,TRUE,TRUE,Commute,2,TRUE,4,Good,Negative
bmx,63,Other,Professional,2.97,cloudy,Saturday,morning,30,86,FALSE,TRUE,Errands,3,TRUE,2,Good,Negative
hill,26,Other,Unemployed,2.38,rainy,Sunday,evening,10.3,47,FALSE,FALSE,Leisure,1,TRUE,10,Good,Neutral
hill,60,Female,Unemployed,3.24,sunny,Wednesday,night,11.3,40,TRUE,TRUE,Errands,1,FALSE,8,Good,Positive
bmx,23,Male,Student,0.35,rainy,Wednesday,night,32.8,68,TRUE,TRUE,Errands,5,TRUE,4,Poor,Negative
hill,67,Other,Retired,0.12,sunny,Saturday,evening,19,36,TRUE,FALSE,Commute,3,TRUE,2,Poor,Neutral
normal,57,Female,Student,4.38,cloudy,Saturday,afternoon,25.3,66,TRUE,TRUE,Exercise,2,FALSE,4,Good,Negative
bmx,46,Female,Unemployed,2.88,sunny,Monday,night,11.4,57,FALSE,FALSE,Errands,1,FALSE,4,Fair,Neutral
bmx,63,Female,Student,3.02,rainy,Monday,evening,15.7,84,FALSE,TRUE,Leisure,3,FALSE,3,Poor,Neutral
normal,70,Other,Unemployed,2.89,cloudy,Tuesday,afternoon,25.9,76,FALSE,FALSE,Leisure,4,FALSE,3,Fair,Positive
hill,30,Female,Student,4.26,rainy,Monday,morning,12.7,36,FALSE,TRUE,Exercise,5,TRUE,2,Good,Positive
hill,40,Female,Unemployed,0.56,sunny,Tuesday,afternoon,18.5,73,FALSE,FALSE,Errands,5,FALSE,1,Poor,Negative
bmx,18,Female,Unemployed,1.35,rainy,Monday,morning,24.5,46,FALSE,TRUE,Exercise,1,FALSE,1,Poor,Neutral
bmx,58,Other,Retired,2.1,cloudy,Saturday,night,16.3,49,TRUE,TRUE,Errands,4,TRUE,7,Poor,Negative
normal,48,Male,Unemployed,0.76,rainy,Monday,night,23.9,54,TRUE,FALSE,Errands,5,TRUE,6,Good,Positive
bmx,63,Female,Professional,4.37,sunny,Saturday,afternoon,12.5,49,TRUE,TRUE,Commute,3,TRUE,4,Fair,Positive
normal,50,Other,Retired,1.63,sunny,Monday,afternoon,24,55,FALSE,TRUE,Leisure,5,FALSE,1,Poor,Negative
normal,51,Male,Professional,4.65,cloudy,Wednesday,morning,30,49,TRUE,TRUE,Commute,3,FALSE,9,Fair,Neutral
bmx,49,Other,Unemployed,2.65,rainy,Wednesday,afternoon,29.8,38,FALSE,FALSE,Commute,3,TRUE,5,Poor,Positive
bmx,26,Female,Retired,3.85,rainy,Friday,afternoon,11.6,75,FALSE,FALSE,Exercise,5,FALSE,3,Fair,Negative
hill,33,Female,Professional,2.7,rainy,Wednesday,morning,14.3,67,FALSE,FALSE,Leisure,4,TRUE,10,Poor,Negative
bmx,43,Male,Professional,2.9,rainy,Wednesday,morning,19.9,81,TRUE,FALSE,Errands,5,TRUE,1,Poor,Positive
hill,47,Other,Retired,2.77,rainy,Sunday,afternoon,27.9,66,TRUE,TRUE,Errands,4,TRUE,1,Poor,Positive
normal,32,Other,Unemployed,4.67,cloudy,Wednesday,afternoon,31.1,41,FALSE,FALSE,Leisure,1,FALSE,1,Poor,Neutral
bmx,36,Other,Retired,2.85,rainy,Friday,night,24.3,44,FALSE,TRUE,Errands,2,FALSE,2,Good,Negative
bmx,27,Female,Student,2.23,rainy,Tuesday,morning,28.1,51,FALSE,TRUE,Exercise,5,FALSE,4,Poor,Positive
bmx,31,Male,Student,1.07,cloudy,Tuesday,night,31.1,90,FALSE,TRUE,Exercise,1,TRUE,7,Good,Positive
normal,45,Male,Professional,3.82,cloudy,Saturday,morning,34.6,62,TRUE,TRUE,Errands,5,FALSE,6,Fair,Negative
bmx,34,Other,Professional,0.17,rainy,Thursday,evening,28.6,73,TRUE,FALSE,Commute,5,TRUE,9,Fair,Negative
bmx,27,Male,Retired,4.3,rainy,Tuesday,night,32.2,78,TRUE,FALSE,Commute,2,TRUE,6,Poor,Negative
hill,32,Female,Professional,3.13,rainy,Friday,afternoon,33.7,52,TRUE,FALSE,Errands,1,FALSE,6,Good,Positive
bmx,22,Female,Professional,1.4,cloudy,Sunday,night,34.1,68,TRUE,TRUE,Errands,1,FALSE,9,Poor,Positive
hill,44,Male,Retired,2.38,sunny,Wednesday,evening,28.2,49,FALSE,TRUE,Commute,5,FALSE,7,Good,Negative
bmx,55,Female,Professional,0.33,cloudy,Thursday,evening,25.5,57,TRUE,FALSE,Exercise,4,TRUE,3,Fair,Neutral
bmx,33,Other,Unemployed,1.93,rainy,Saturday,night,15.8,47,FALSE,FALSE,Exercise,1,TRUE,7,Good,Negative
normal,62,Female,Unemployed,1.73,rainy,Friday,afternoon,12.6,67,TRUE,FALSE,Errands,5,FALSE,4,Poor,Positive
normal,44,Male,Retired,2.52,sunny,Thursday,afternoon,12.1,58,FALSE,TRUE,Commute,3,FALSE,3,Poor,Negative
normal,68,Female,Unemployed,1.57,rainy,Sunday,night,25.2,56,FALSE,FALSE,Errands,3,FALSE,6,Poor,Neutral
hill,32,Female,Professional,3.03,rainy,Tuesday,morning,16.1,68,FALSE,TRUE,Commute,3,TRUE,2,Poor,Negative
bmx,45,Other,Professional,2.83,sunny,Friday,evening,17.3,32,FALSE,FALSE,Leisure,3,FALSE,5,Fair,Positive
bmx,37,Female,Professional,1.49,rainy,Thursday,afternoon,13.4,40,FALSE,TRUE,Leisure,5,TRUE,7,Poor,Negative
bmx,31,Male,Student,0.08,rainy,Wednesday,evening,21.7,87,TRUE,FALSE,Errands,1,FALSE,1,Fair,Negative
bmx,67,Other,Professional,3.17,sunny,Friday,afternoon,29.5,88,TRUE,FALSE,Errands,5,FALSE,4,Good,Neutral
normal,36,Female,Professional,4.08,rainy,Monday,afternoon,34.1,41,FALSE,TRUE,Leisure,2,FALSE,4,Poor,Negative
bmx,43,Male,Unemployed,0.18,cloudy,Monday,morning,34,34,FALSE,TRUE,Errands,2,TRUE,7,Fair,Positive
bmx,38,Female,Unemployed,1.69,sunny,Friday,afternoon,31.5,33,FALSE,FALSE,Exercise,5,FALSE,6,Poor,Positive
normal,21,Other,Retired,2.59,cloudy,Monday,morning,18.5,59,FALSE,FALSE,Errands,4,TRUE,9,Good,Positive
bmx,59,Other,Student,3.37,sunny,Thursday,afternoon,10.2,86,TRUE,TRUE,Errands,3,TRUE,5,Poor,Positive
bmx,53,Female,Professional,4.8,rainy,Monday,morning,12.2,66,FALSE,TRUE,Commute,1,FALSE,5,Poor,Negative
hill,33,Female,Retired,3.23,cloudy,Monday,afternoon,34.5,33,FALSE,FALSE,Errands,1,FALSE,9,Fair,Negative
bmx,26,Female,Student,3.72,cloudy,Wednesday,afternoon,27.1,75,FALSE,FALSE,Commute,2,TRUE,6,Fair,Neutral
normal,49,Other,Unemployed,4.16,cloudy,Monday,night,33.9,39,TRUE,TRUE,Exercise,2,FALSE,5,Fair,Neutral
bmx,63,Female,Student,4.49,cloudy,Wednesday,evening,11.7,44,TRUE,TRUE,Errands,5,TRUE,8,Good,Neutral
hill,37,Female,Unemployed,3.74,cloudy,Thursday,afternoon,20.9,87,FALSE,TRUE,Leisure,5,TRUE,10,Poor,Positive
hill,32,Other,Student,0.53,cloudy,Sunday,evening,34.9,80,FALSE,FALSE,Errands,1,TRUE,7,Poor,Positive
hill,29,Other,Professional,3.19,rainy,Thursday,morning,25.1,48,FALSE,FALSE,Leisure,1,TRUE,6,Fair,Neutral
hill,22,Female,Student,0.2,rainy,Monday,morning,11,81,FALSE,FALSE,Errands,1,TRUE,4,Good,Neutral
normal,70,Male,Retired,1.64,rainy,Sunday,morning,26.5,55,TRUE,FALSE,Leisure,4,FALSE,4,Good,Neutral
bmx,66,Other,Student,1.54,rainy,Sunday,night,30.8,34,FALSE,TRUE,Leisure,1,FALSE,4,Fair,Neutral
hill,70,Female,Professional,4.21,cloudy,Thursday,evening,16.8,34,FALSE,FALSE,Exercise,5,TRUE,3,Poor,Negative
bmx,47,Other,Retired,4.4,cloudy,Saturday,afternoon,27.5,31,TRUE,FALSE,Leisure,5,FALSE,2,Fair,Negative
bmx,60,Other,Professional,1.24,rainy,Sunday,night,13.7,69,TRUE,TRUE,Commute,2,FALSE,1,Good,Negative
hill,65,Male,Unemployed,2.09,cloudy,Sunday,night,16,68,TRUE,FALSE,Exercise,3,FALSE,1,Poor,Neutral
hill,29,Male,Professional,1.68,sunny,Saturday,morning,17.1,66,FALSE,FALSE,Errands,5,FALSE,6,Good,Neutral
normal,26,Other,Unemployed,4.94,sunny,Wednesday,afternoon,24.8,64,FALSE,FALSE,Exercise,4,FALSE,6,Fair,Positive
hill,43,Other,Professional,0.71,cloudy,Sunday,afternoon,19.4,36,FALSE,TRUE,Errands,3,TRUE,2,Good,Negative
normal,32,Female,Student,2.71,rainy,Monday,afternoon,13,62,FALSE,FALSE,Exercise,3,FALSE,8,Good,Negative
hill,54,Other,Unemployed,3.93,rainy,Wednesday,morning,19.9,38,FALSE,FALSE,Exercise,2,FALSE,6,Good,Negative
hill,31,Female,Professional,1.51,rainy,Monday,afternoon,24.3,36,TRUE,FALSE,Errands,1,FALSE,10,Poor,Negative
hill,44,Female,Student,1.79,sunny,Monday,evening,22.4,45,TRUE,FALSE,Leisure,1,TRUE,3,Good,Negative
bmx,54,Male,Unemployed,1.59,cloudy,Friday,afternoon,27.9,60,FALSE,FALSE,Exercise,3,FALSE,10,Poor,Neutral
hill,23,Female,Unemployed,2.92,sunny,Friday,morning,15.3,51,TRUE,TRUE,Commute,3,FALSE,5,Good,Neutral
bmx,59,Male,Retired,1.01,rainy,Monday,night,22.2,65,TRUE,TRUE,Leisure,4,TRUE,9,Poor,Positive
normal,24,Other,Unemployed,1.59,sunny,Sunday,evening,17.8,54,FALSE,FALSE,Leisure,1,FALSE,5,Poor,Positive
hill,30,Male,Retired,4.03,cloudy,Wednesday,afternoon,30.2,67,FALSE,TRUE,Leisure,4,TRUE,5,Fair,Negative
bmx,40,Male,Professional,3.32,cloudy,Sunday,night,24.7,79,TRUE,TRUE,Errands,1,FALSE,3,Good,Negative
hill,68,Male,Unemployed,1.53,sunny,Tuesday,evening,30.6,60,FALSE,FALSE,Leisure,4,FALSE,5,Poor,Negative
normal,45,Other,Retired,1.71,cloudy,Thursday,morning,22.8,90,FALSE,FALSE,Leisure,3,FALSE,10,Fair,Neutral
hill,35,Male,Retired,2.27,rainy,Wednesday,afternoon,20.4,66,TRUE,TRUE,Errands,5,TRUE,4,Poor,Neutral
bmx,44,Female,Retired,4.37,sunny,Friday,afternoon,22,32,TRUE,FALSE,Exercise,4,TRUE,10,Fair,Positive
bmx,25,Female,Professional,2.39,cloudy,Sunday,afternoon,34.2,86,FALSE,TRUE,Exercise,3,FALSE,5,Fair,Neutral
hill,47,Other,Unemployed,1.65,cloudy,Friday,morning,23.7,60,FALSE,TRUE,Leisure,1,TRUE,3,Fair,Positive
hill,60,Female,Professional,4.77,cloudy,Wednesday,afternoon,24.5,52,FALSE,FALSE,Commute,2,TRUE,10,Poor,Neutral
normal,64,Male,Professional,1.43,cloudy,Sunday,night,17.1,66,FALSE,TRUE,Leisure,2,TRUE,9,Good,Negative
hill,58,Female,Unemployed,2.85,cloudy,Wednesday,afternoon,17,31,FALSE,FALSE,Commute,5,TRUE,1,Fair,Negative
bmx,31,Other,Professional,3.38,cloudy,Monday,night,15.9,44,TRUE,TRUE,Leisure,4,TRUE,9,Fair,Negative
normal,53,Male,Unemployed,2.45,sunny,Tuesday,morning,27.5,72,TRUE,FALSE,Exercise,5,FALSE,9,Fair,Positive
bmx,34,Other,Retired,3.79,sunny,Thursday,evening,25.4,46,FALSE,FALSE,Errands,5,TRUE,3,Good,Neutral
bmx,61,Female,Student,0.75,cloudy,Sunday,evening,31.6,55,FALSE,FALSE,Commute,2,FALSE,10,Good,Negative
bmx,56,Female,Student,2.3,cloudy,Saturday,afternoon,23.8,34,FALSE,TRUE,Commute,4,TRUE,1,Poor,Neutral
hill,52,Other,Professional,2.99,rainy,Monday,afternoon,27.8,38,FALSE,TRUE,Exercise,1,FALSE,7,Poor,Neutral
bmx,28,Other,Retired,1.94,sunny,Saturday,morning,29.7,59,TRUE,FALSE,Errands,2,FALSE,1,Poor,Negative
normal,52,Female,Professional,2.03,rainy,Tuesday,evening,21.6,58,TRUE,TRUE,Exercise,4,TRUE,8,Poor,Neutral
bmx,39,Female,Student,3.68,rainy,Tuesday,afternoon,18.3,74,TRUE,TRUE,Errands,5,TRUE,10,Fair,Positive
hill,27,Female,Unemployed,1.48,cloudy,Friday,morning,20.5,32,TRUE,FALSE,Errands,2,FALSE,6,Poor,Positive
hill,39,Other,Student,3.9,rainy,Wednesday,night,25.2,59,FALSE,TRUE,Exercise,5,FALSE,9,Good,Negative
bmx,55,Female,Student,3.45,cloudy,Friday,night,18.5,36,TRUE,TRUE,Errands,4,FALSE,2,Fair,Positive
hill,24,Male,Unemployed,3.87,sunny,Wednesday,evening,27.1,85,FALSE,TRUE,Leisure,4,FALSE,6,Poor,Negative
bmx,18,Male,Retired,3.87,cloudy,Saturday,afternoon,13.4,73,TRUE,TRUE,Exercise,3,FALSE,4,Good,Neutral
hill,41,Other,Professional,4.98,cloudy,Saturday,afternoon,23.9,69,FALSE,FALSE,Exercise,1,TRUE,9,Fair,Positive
bmx,40,Male,Retired,3.75,cloudy,Thursday,night,11.8,64,FALSE,FALSE,Leisure,2,TRUE,10,Good,Neutral
normal,20,Other,Unemployed,3.27,rainy,Sunday,morning,15.5,80,TRUE,TRUE,Exercise,1,FALSE,3,Fair,Positive
normal,31,Male,Unemployed,3.05,sunny,Saturday,afternoon,14.7,88,TRUE,FALSE,Errands,2,FALSE,1,Poor,Negative
bmx,70,Female,Professional,2.07,sunny,Wednesday,morning,30.3,55,TRUE,FALSE,Leisure,2,TRUE,6,Poor,Neutral
normal,40,Female,Student,1.82,cloudy,Friday,morning,23.5,48,TRUE,FALSE,Leisure,1,FALSE,4,Good,Negative
hill,22,Other,Unemployed,1.14,sunny,Sunday,afternoon,11.4,49,FALSE,TRUE,Commute,2,TRUE,8,Fair,Negative
hill,65,Other,Retired,0.56,rainy,Wednesday,night,15.2,79,TRUE,FALSE,Errands,5,FALSE,2,Fair,Neutral
bmx,56,Other,Student,2.44,rainy,Wednesday,evening,32,31,TRUE,TRUE,Exercise,2,FALSE,7,Good,Negative
normal,58,Other,Unemployed,1.51,rainy,Wednesday,evening,23.1,33,FALSE,FALSE,Leisure,1,FALSE,6,Fair,Negative
hill,60,Female,Unemployed,3.86,sunny,Friday,night,29.7,84,TRUE,TRUE,Leisure,1,TRUE,7,Good,Positive
bmx,20,Female,Unemployed,1.09,rainy,Saturday,evening,33.2,89,FALSE,FALSE,Commute,1,FALSE,7,Poor,Negative
bmx,46,Female,Retired,3.08,sunny,Friday,afternoon,17.5,56,TRUE,FALSE,Exercise,5,FALSE,6,Poor,Negative
normal,20,Other,Retired,3.22,sunny,Wednesday,morning,27.3,36,TRUE,FALSE,Errands,5,TRUE,7,Good,Positive
bmx,57,Male,Unemployed,0.92,rainy,Friday,morning,34.1,63,TRUE,FALSE,Exercise,5,TRUE,4,Good,Negative
bmx,42,Other,Professional,3.23,cloudy,Wednesday,morning,24.3,60,FALSE,TRUE,Exercise,2,TRUE,6,Poor,Negative
bmx,64,Other,Unemployed,1.16,rainy,Wednesday,night,11.9,82,TRUE,FALSE,Errands,1,TRUE,8,Good,Negative
normal,49,Male,Professional,0.38,sunny,Wednesday,morning,34.5,30,TRUE,FALSE,Leisure,1,FALSE,2,Fair,Negative
bmx,27,Female,Retired,0.6,sunny,Friday,night,19.6,40,TRUE,FALSE,Leisure,2,FALSE,1,Poor,Neutral
normal,50,Female,Student,4.29,rainy,Monday,morning,11,32,FALSE,FALSE,Errands,4,FALSE,5,Good,Negative
hill,66,Female,Professional,1.95,rainy,Monday,night,23.7,76,FALSE,TRUE,Errands,4,TRUE,3,Poor,Positive
bmx,52,Other,Retired,0.68,cloudy,Thursday,evening,13.4,59,FALSE,TRUE,Errands,4,FALSE,2,Good,Negative
hill,36,Male,Professional,1.75,cloudy,Thursday,morning,32.1,85,FALSE,FALSE,Errands,4,FALSE,7,Good,Negative
normal,39,Female,Retired,2.35,cloudy,Friday,evening,31.6,72,FALSE,FALSE,Leisure,2,FALSE,9,Fair,Negative
normal,59,Female,Retired,1.96,rainy,Wednesday,afternoon,28.6,36,FALSE,FALSE,Exercise,4,FALSE,8,Good,Positive
hill,43,Female,Professional,3.71,cloudy,Tuesday,morning,34.9,76,FALSE,TRUE,Exercise,1,TRUE,2,Good,Positive
hill,24,Male,Retired,3.54,cloudy,Friday,afternoon,13.9,38,TRUE,FALSE,Leisure,4,FALSE,1,Fair,Positive
hill,36,Male,Student,2.12,sunny,Sunday,afternoon,32.7,54,FALSE,FALSE,Errands,3,FALSE,9,Fair,Negative
hill,46,Other,Retired,0.74,sunny,Saturday,evening,25.2,74,TRUE,TRUE,Errands,5,FALSE,8,Poor,Positive
normal,65,Male,Student,4.4,rainy,Monday,morning,25.7,43,TRUE,FALSE,Exercise,5,TRUE,3,Good,Negative
hill,41,Other,Professional,3.85,rainy,Saturday,morning,20.7,40,TRUE,FALSE,Leisure,4,TRUE,7,Fair,Negative
hill,18,Female,Student,0.36,rainy,Tuesday,morning,32.6,43,FALSE,FALSE,Commute,5,TRUE,6,Poor,Negative
bmx,33,Other,Student,4.93,cloudy,Tuesday,night,20.7,59,TRUE,FALSE,Commute,2,TRUE,5,Fair,Positive
bmx,59,Male,Unemployed,1.47,cloudy,Sunday,evening,27.9,84,TRUE,FALSE,Leisure,3,TRUE,5,Fair,Negative
bmx,21,Female,Unemployed,2.02,sunny,Sunday,evening,26.1,64,TRUE,FALSE,Errands,5,FALSE,6,Poor,Positive
hill,44,Other,Student,1.74,cloudy,Monday,afternoon,29.4,46,FALSE,FALSE,Errands,5,TRUE,4,Good,Positive
normal,47,Other,Student,2.06,sunny,Wednesday,evening,33.4,72,FALSE,FALSE,Errands,1,FALSE,4,Poor,Positive
normal,22,Male,Student,1.18,cloudy,Tuesday,evening,14,76,FALSE,TRUE,Errands,5,FALSE,7,Fair,Neutral
bmx,39,Other,Retired,3.67,sunny,Wednesday,afternoon,24.8,65,TRUE,TRUE,Exercise,2,FALSE,5,Poor,Neutral
bmx,44,Male,Student,0.65,rainy,Friday,evening,24.8,34,FALSE,FALSE,Leisure,4,FALSE,10,Good,Neutral
hill,64,Male,Retired,4.65,rainy,Saturday,afternoon,30.9,73,TRUE,TRUE,Commute,3,TRUE,2,Poor,Negative
bmx,57,Other,Professional,1.4,sunny,Sunday,evening,25.7,88,TRUE,TRUE,Leisure,1,TRUE,5,Good,Negative
normal,58,Female,Unemployed,2.92,sunny,Thursday,morning,10.3,48,FALSE,TRUE,Exercise,5,FALSE,6,Fair,Negative
normal,20,Other,Student,0.33,rainy,Wednesday,night,12,58,TRUE,FALSE,Commute,4,FALSE,3,Fair,Negative
hill,53,Male,Professional,3.43,sunny,Saturday,night,11,37,TRUE,TRUE,Leisure,4,FALSE,6,Poor,Neutral
normal,27,Male,Retired,0.59,sunny,Friday,night,26.8,43,FALSE,FALSE,Errands,3,FALSE,5,Good,Neutral
normal,66,Male,Professional,1.09,cloudy,Monday,morning,32.1,77,TRUE,TRUE,Exercise,4,TRUE,5,Good,Neutral
normal,61,Female,Unemployed,0.75,sunny,Saturday,morning,34.6,46,TRUE,FALSE,Leisure,2,FALSE,9,Fair,Neutral
hill,60,Other,Student,2.04,cloudy,Friday,morning,17.8,54,TRUE,FALSE,Exercise,5,TRUE,3,Fair,Neutral
hill,31,Male,Unemployed,2.77,cloudy,Thursday,morning,21.3,37,TRUE,TRUE,Commute,3,FALSE,6,Fair,Negative
normal,26,Other,Retired,1.29,cloudy,Tuesday,night,11.8,40,TRUE,TRUE,Exercise,5,FALSE,1,Fair,Neutral
hill,64,Other,Student,3.83,cloudy,Wednesday,evening,13.5,61,FALSE,TRUE,Exercise,4,TRUE,8,Fair,Neutral
bmx,62,Female,Unemployed,4.7,sunny,Monday,afternoon,17.6,63,FALSE,TRUE,Commute,1,TRUE,6,Good,Positive
hill,37,Male,Student,2.64,sunny,Wednesday,evening,16.3,68,TRUE,TRUE,Exercise,5,FALSE,9,Good,Neutral
normal,32,Female,Unemployed,2.84,cloudy,Saturday,morning,21,80,TRUE,FALSE,Commute,2,FALSE,5,Poor,Positive
normal,67,Female,Professional,4.58,rainy,Thursday,morning,15.2,32,TRUE,FALSE,Errands,5,TRUE,1,Fair,Negative
hill,70,Other,Retired,4.79,cloudy,Sunday,afternoon,15.9,78,FALSE,TRUE,Leisure,4,FALSE,10,Fair,Positive
